sku,name,brand,category,price,url,in_stock,description,manufacturer_part_number,upc,weight,custom_fields,image_url
P1037974-023,"Kit, Ribbon Sensor, ZT210, ZT220, ZT230 | P1037974-023",,1520,38.59,https://arrowheadphx.com/ribbon-sensor-zt200-series/,False,"Kit, Ribbon Sensor, ZT210, ZT220, ZT230",P1037974-023,,1,"[{""PRODUCT_TYPE"": ""Repair Parts""}, {""PRODUCT_CATEGORY"": ""Printers""}, {""PRODUCT_SUB_CATEGORY"": ""Printer Parts""}, {""PRODUCT_SUB_CATEGORY_TYPE"": ""Aftermarket Kit - Label""}, {""PRODUCT_FRIENDLY_NAME"": ""P1037974-023""}, {""ITEM_TYPE"": ""Repair Parts""}, {""SHORT_MARKETING_DESC"": ""Kit, Ribbon Sensor, ZT210, ZT220, ZT230""}, {""MARKETING_PRODUCT_TYPE"": ""Products""}, {""FEATURE_1"": ""Certified Zebra Parts.""}, {""FEATURE_2"": ""Zebra Parts are manufactured to meet all of Zebra's standards.""}, {""FEATURE_3"": ""This genuine Parts is made to work with select Zebra Printers.""}, {""FEATURE_4"": ""Built to ensure the highest quality, reliability, and performance.""}, {""FEATURE_5"": ""Works with Zebra's high-end performance products.""}, {""STATUS"": ""Production""}, {""PART_NUMBER"": ""P1037974-023""}, {""LIST_PRICE"": ""39.370000""}, {""MAP_PRICE"": ""39.370000""}, {""SUPPLY_MODEL"": ""ZT210 Value Industrial 4-inch Wide China Only, ZT220 Value Industrial 4-inch Wide Standard, ZT230 Value Industrial 4-inch Wide Standard""}, {""PRODUCT_FAMILY"": ""SPS Parts""}]",https://cdn11.bigcommerce.com/s-d90c8/products/376/images/2924/P1037974_023__32386.1365994170.500.750.jpg?c=2
G41400M,Kit Printhead 203 dpi S4M| G41400M | G41400M,,1746,649.82,https://arrowheadphx.com/zebra-kit-printhead-203-dpi-for-s4m-g41400m/,True,Kit Printhead 203 dpi S4M| G41400M,G41400M,,3,"[{""Model"": ""S4M""}, {""Product Type"": ""Parts""}, {""Printer Type"": ""Industrial""}, {""PRODUCT_FAMILY"": ""SPS Printheads""}]",https://cdn11.bigcommerce.com/s-d90c8/products/377/images/1012/8__54854.1339650820.500.750.jpg?c=2
G41401M,Kit Printhead 300 dpi S4M| G41401M | G41401M,,1776,767.76,https://arrowheadphx.com/zebra-kit-printhead-300-dpi-for-s4m-g41401m/,False,Kit Printhead 300 dpi S4M| G41401M,G41401M,,3,"[{""Model"": ""S4M""}, {""Product Type"": ""Parts""}, {""Printer Type"": ""Industrial""}]",https://cdn11.bigcommerce.com/s-d90c8/products/378/images/1011/7__94902.1339650808.500.750.GIF?c=2
G77023M,Zebra Platen Roller for S4M G77023M | G77023M,,526,62.62,https://arrowheadphx.com/platen-roller-for-s4m/,False,"<p><strong><span style=""text-decoration: underline;"">Specifications</span></strong><br /> <strong>Compatible Printers:</strong> S4M<br /> <strong>Product Type: </strong> Platen Rollers</p>",G77023M,,1,"[{""Model"": ""S4M""}, {""Product Type"": ""Parts""}, {""Printer Type"": ""Industrial""}]",https://cdn11.bigcommerce.com/s-d90c8/products/379/images/1642/g77023m__19951.1347389191.500.750.jpg?c=2
G77752M,Refurbished Zebra Media Sensor for S4M G77752M | G77752M discontinued,,526,73.22,https://arrowheadphx.com/refurbished-zebra-media-sensor-for-s4m-g77752m-g77752m-discontinued/,False,"<p><span>Discontinued, please call 480-282-5233 for options |&nbsp;</span>Media Sensor for S4M</p>",G77752M,,1,"[{""Model"": ""S4M""}, {""Product Type"": ""Parts""}, {""Printer Type"": ""Industrial""}]",https://cdn11.bigcommerce.com/s-d90c8/products/380/images/9260/G77752M__62917.1566422966.500.750.jpg?c=2
G77807M,Refurbished Zebra Reflective Sensor (black mark sensor) for S4M G77807M | G77807M,,526,25.84,https://arrowheadphx.com/refurbished-zebra-reflective-sensor-black-mark-sensor-for-s4m-g77807m-g77807m/,False,<p>Refurbished Reflective Sensor (black mark sensor) for S4M | Please call for current pricing | 1-877-437-3028</p>,G77807M,,1,"[{""Model"": ""S4M""}, {""Product Type"": ""Parts""}, {""Printer Type"": ""Industrial""}]",https://cdn11.bigcommerce.com/s-d90c8/products/381/images/1008/4__45618.1620318726.500.750.jpg?c=2
G77767M,Zebra Ribbon Out Sensor & Head Open Sensor for S4M G77767M | G77767M,,526,34.21,https://arrowheadphx.com/ribbon-out-sensor-head-open-sensor-for-s4m/,False,<p>Ribbon Out Sensor &amp; Head Open Sensor for S4M</p>,G77767M,,1,"[{""Model"": ""S4M""}, {""Product Type"": ""Parts""}, {""Printer Type"": ""Industrial""}]",https://cdn11.bigcommerce.com/s-d90c8/products/382/images/1007/3__73292.1339650734.500.750.GIF?c=2
20006,"BELT,.080P,139T,CNDTV | 20006",,1520,36.19,https://arrowheadphx.com/main-drive-belt-203-dpi-for-s4m/,True,"BELT,.080P,139T,CNDTV| 20006",20006,,3,"[{""PRODUCT_TYPE"": ""Repair Parts""}, {""PRODUCT_CATEGORY"": ""Printers""}, {""PRODUCT_SUB_CATEGORY"": ""Printer Parts""}, {""PRODUCT_SUB_CATEGORY_TYPE"": ""Aftermarket Kit - Label""}, {""PRODUCT_FRIENDLY_NAME"": ""20006""}, {""ITEM_TYPE"": ""Repair Parts""}, {""SHORT_MARKETING_DESC"": ""BELT,.080P,139T,CNDTV""}, {""MARKETING_PRODUCT_TYPE"": ""Products""}, {""FEATURE_1"": ""Certified Zebra Parts.""}, {""FEATURE_2"": ""Zebra Parts are manufactured to meet all of Zebra's standards.""}, {""FEATURE_3"": ""This genuine Parts is made to work with select Zebra Printers.""}, {""FEATURE_4"": ""Built to ensure the highest quality, reliability, and performance.""}, {""FEATURE_5"": ""Works with Zebra's high-end performance products.""}, {""STATUS"": ""Production""}, {""PART_NUMBER"": ""20006""}, {""LIST_PRICE"": ""36.920000""}, {""MAP_PRICE"": ""36.920000""}, {""PRODUCT_FAMILY"": ""SPS Parts""}]",https://cdn11.bigcommerce.com/s-d90c8/products/383/images/1006/2__78296.1339650722.500.750.jpg?c=2
20005,"BELT,.080P,128T,CNDTV | 20005",,1520,32.89,https://arrowheadphx.com/main-drive-belt-300-dpi-for-s4m/,True,"BELT,.080P,128T,CNDTV| 20005",20005,,3,"[{""PRODUCT_TYPE"": ""Repair Parts""}, {""PRODUCT_CATEGORY"": ""Printers""}, {""PRODUCT_SUB_CATEGORY"": ""Printer Parts""}, {""PRODUCT_SUB_CATEGORY_TYPE"": ""Aftermarket Kit - Label""}, {""PRODUCT_FRIENDLY_NAME"": ""20005""}, {""ITEM_TYPE"": ""Repair Parts""}, {""SHORT_MARKETING_DESC"": ""BELT,.080P,128T,CNDTV""}, {""MARKETING_PRODUCT_TYPE"": ""Products""}, {""FEATURE_1"": ""Certified Zebra Parts.""}, {""FEATURE_2"": ""Zebra Parts are manufactured to meet all of Zebra's standards.""}, {""FEATURE_3"": ""This genuine Parts is made to work with select Zebra Printers.""}, {""FEATURE_4"": ""Built to ensure the highest quality, reliability, and performance.""}, {""FEATURE_5"": ""Works with Zebra's high-end performance products.""}, {""STATUS"": ""Production""}, {""PART_NUMBER"": ""20005""}, {""LIST_PRICE"": ""36.920000""}, {""MAP_PRICE"": ""36.920000""}, {""PRODUCT_FAMILY"": ""SPS Parts""}]",https://cdn11.bigcommerce.com/s-d90c8/products/384/images/1005/1__58642.1339650707.500.750.jpg?c=2
P1004230,Kit Printhead 203dpi 110Xi4 | P1004230,,1520,867.59,https://arrowheadphx.com/zebra-printhead-203-dpi-for-110xi4-p1004230/,True,Kit Printhead 203dpi 110Xi4| P1004230,P1004230,,3,"[{""PRODUCT_TYPE"": ""Repair Parts""}, {""PRODUCT_CATEGORY"": ""Printers""}, {""PRODUCT_SUB_CATEGORY"": ""Printer Parts""}, {""PRODUCT_SUB_CATEGORY_TYPE"": ""Aftermarket Kit - Label""}, {""ITEM_TYPE"": ""Repair Parts""}, {""SHORT_MARKETING_DESC"": ""Kit Printhead 203dpi 110Xi4""}, {""MARKETING_PRODUCT_TYPE"": ""Products""}, {""FEATURE_1"": ""Certified Zebra Parts.""}, {""FEATURE_2"": ""Zebra Parts are manufactured to meet all of Zebra's standards.""}, {""FEATURE_3"": ""This genuine Parts is made to work with select Zebra Printers.""}, {""FEATURE_4"": ""Built to ensure the highest quality, reliability, and performance.""}, {""FEATURE_5"": ""Works with Zebra's high-end performance products.""}, {""STATUS"": ""Production""}, {""PART_NUMBER"": ""P1004230""}, {""LIST_PRICE"": ""889.670000""}, {""MAP_PRICE"": ""889.670000""}, {""SUPPLY_MODEL"": ""110XI4 Industrial (Discontinued), R110Xi4 RFID Printer (Discontinued)""}, {""PRODUCT_FAMILY"": ""SPS Printheads""}]",https://cdn11.bigcommerce.com/s-d90c8/products/385/images/793/8__53367.1339424753.500.750.jpg?c=2
P1004232,Kit Printhead 300dpi 110Xi4 | P1004232,,1520,1005.59,https://arrowheadphx.com/printhead-300-dpi-for-110xi4-p1004232/,False,Kit Printhead 300dpi 110Xi4| P1004232,P1004232,,3,"[{""PRODUCT_TYPE"": ""Repair Parts""}, {""PRODUCT_CATEGORY"": ""Printers""}, {""PRODUCT_SUB_CATEGORY"": ""Printer Parts""}, {""PRODUCT_SUB_CATEGORY_TYPE"": ""Aftermarket Kit - Label""}, {""ITEM_TYPE"": ""Repair Parts""}, {""SHORT_MARKETING_DESC"": ""Kit Printhead 300dpi 110Xi4""}, {""MARKETING_PRODUCT_TYPE"": ""Products""}, {""FEATURE_1"": ""Certified Zebra Parts.""}, {""FEATURE_2"": ""Zebra Parts are manufactured to meet all of Zebra's standards.""}, {""FEATURE_3"": ""This genuine Parts is made to work with select Zebra Printers.""}, {""FEATURE_4"": ""Built to ensure the highest quality, reliability, and performance.""}, {""FEATURE_5"": ""Works with Zebra's high-end performance products.""}, {""STATUS"": ""Production""}, {""PART_NUMBER"": ""P1004232""}, {""LIST_PRICE"": ""1031.180000""}, {""MAP_PRICE"": ""1031.180000""}, {""SUPPLY_MODEL"": ""110XI4 Industrial (Discontinued), R110Xi4 RFID Printer (Discontinued)""}, {""PRODUCT_FAMILY"": ""SPS Printheads""}]",https://cdn11.bigcommerce.com/s-d90c8/products/386/images/6750/m000073329_sc7__82896.1459144710.500.750.jpg?c=2
P1004233,Kit Printhead 600dpi 110Xi4 | P1004233,,1520,1214.39,https://arrowheadphx.com/printhead-600-dpi-for-110xi4-p1004233/,True,Kit Printhead 600dpi 110Xi4| P1004233,P1004233,,3,"[{""PRODUCT_TYPE"": ""Repair Parts""}, {""PRODUCT_CATEGORY"": ""Printers""}, {""PRODUCT_SUB_CATEGORY"": ""Printer Parts""}, {""PRODUCT_SUB_CATEGORY_TYPE"": ""Aftermarket Kit - Label""}, {""ITEM_TYPE"": ""Repair Parts""}, {""SHORT_MARKETING_DESC"": ""Kit Printhead 600dpi 110Xi4""}, {""MARKETING_PRODUCT_TYPE"": ""Products""}, {""FEATURE_1"": ""Certified Zebra Parts.""}, {""FEATURE_2"": ""Zebra Parts are manufactured to meet all of Zebra's standards.""}, {""FEATURE_3"": ""This genuine Parts is made to work with select Zebra Printers.""}, {""FEATURE_4"": ""Built to ensure the highest quality, reliability, and performance.""}, {""FEATURE_5"": ""Works with Zebra's high-end performance products.""}, {""STATUS"": ""Production""}, {""PART_NUMBER"": ""P1004233""}, {""LIST_PRICE"": ""1245.300000""}, {""MAP_PRICE"": ""1245.300000""}, {""SUPPLY_MODEL"": ""110XI4 Industrial (Discontinued), R110Xi4 RFID Printer (Discontinued)""}, {""PRODUCT_FAMILY"": ""SPS Printheads""}]",https://cdn11.bigcommerce.com/s-d90c8/products/387/images/791/6__19462.1339424736.500.750.jpg?c=2
G41011M,Kit Platen Roller 203 dpi & 300 dpi 110Xi4 & 105SLPlus | G41011M,,1531,82.76,https://arrowheadphx.com/platen-roller-203-dpi-300-dpi-for-110xi4-110xi3/,False,Kit Platen Roller 203 dpi & 300 dpi 110Xi4 & 105SLPlus| G41011M,G41011M,,3,"[{""PRODUCT_TYPE"": ""Accessories""}, {""PRODUCT_CATEGORY"": ""Print Heads and Platen Rollers""}, {""PRODUCT_SUB_CATEGORY"": ""Platen Rollers""}, {""PRODUCT_SUB_CATEGORY_TYPE"": ""Thermal Transfer Platen Rollers""}, {""ITEM_TYPE"": ""Accessories""}, {""SHORT_MARKETING_DESC"": ""Kit Platen Roller 203 dpi & 300 dpi 110Xi4 & 105SLPlus""}, {""MARKETING_PRODUCT_TYPE"": ""Accessories""}, {""FEATURE_1"": ""Certified Zebra Accessory.""}, {""FEATURE_2"": ""Zebra accessories are manufactured to meet all of Zebra's standards.""}, {""FEATURE_3"": ""This genuine accessory is made to work with select Zebra Printers.""}, {""FEATURE_4"": ""Built to ensure the highest quality, reliability, and performance.""}, {""FEATURE_5"": ""Works with Zebra's high-end performance products.""}, {""STATUS"": ""Production""}, {""PART_NUMBER"": ""G41011M""}, {""LIST_PRICE"": ""83.680000""}, {""MAP_PRICE"": ""83.680000""}, {""SUPPLY_MODEL"": ""105SLPlus Industrial (Discontinued), 110XI4 Industrial (Discontinued), R110Xi4 RFID Printer (Discontinued)""}, {""PRODUCT_FAMILY"": ""SPS Parts""}]",https://cdn11.bigcommerce.com/s-d90c8/products/388/images/790/5__31926.1339424729.500.750.jpg?c=2
P1004592,Kit Platen Roller for 110Xi4 for 600 dpi | P1004592,,1520,91.28,https://arrowheadphx.com/platen-roller-600-dpi-for-110xi4/,False,Kit Platen Roller for 110Xi4 for 600 dpi| P1004592,P1004592,,3,"[{""PRODUCT_TYPE"": ""Repair Parts""}, {""PRODUCT_CATEGORY"": ""Printers""}, {""PRODUCT_SUB_CATEGORY"": ""Printer Parts""}, {""PRODUCT_SUB_CATEGORY_TYPE"": ""Aftermarket Kit - Label""}, {""ITEM_TYPE"": ""Repair Parts""}, {""SHORT_MARKETING_DESC"": ""Kit Platen Roller for 110Xi4 for 600 dpi""}, {""MARKETING_PRODUCT_TYPE"": ""Products""}, {""FEATURE_1"": ""Certified Zebra Parts.""}, {""FEATURE_2"": ""Zebra Parts are manufactured to meet all of Zebra's standards.""}, {""FEATURE_3"": ""This genuine Parts is made to work with select Zebra Printers.""}, {""FEATURE_4"": ""Built to ensure the highest quality, reliability, and performance.""}, {""FEATURE_5"": ""Works with Zebra's high-end performance products.""}, {""STATUS"": ""Production""}, {""PART_NUMBER"": ""P1004592""}, {""LIST_PRICE"": ""92.290000""}, {""MAP_PRICE"": ""92.290000""}, {""SUPPLY_MODEL"": ""110XI4 Industrial (Discontinued), R110Xi4 RFID Printer (Discontinued)""}, {""PRODUCT_FAMILY"": ""SPS Parts""}]",https://cdn11.bigcommerce.com/s-d90c8/products/389/images/789/4__83474.1339424721.500.750.jpg?c=2
P1006135,Kit Reflective Sensor (Black Mark) Xi4 Series & 105SLPlus | P1006135,,1520,113.39,https://arrowheadphx.com/reflective-sensor-black-mark-sensor-for-110xi4-140xi4-170xi4-220xi4/,False,Kit Reflective Sensor (Black Mark) Xi4 Series & 105SLPlus,P1006135,,1,"[{""PRODUCT_TYPE"": ""Repair Parts""}, {""PRODUCT_CATEGORY"": ""Printers""}, {""PRODUCT_SUB_CATEGORY"": ""Printer Parts""}, {""PRODUCT_SUB_CATEGORY_TYPE"": ""Spare Part Kit - Label""}, {""ITEM_TYPE"": ""Repair Parts""}, {""SHORT_MARKETING_DESC"": ""Kit Reflective Sensor (Black Mark) Xi4 Series & 105SLPlus""}, {""MARKETING_PRODUCT_TYPE"": ""Products""}, {""FEATURE_1"": ""Certified Zebra Parts.""}, {""FEATURE_2"": ""Zebra Parts are manufactured to meet all of Zebra's standards.""}, {""FEATURE_3"": ""This genuine Parts is made to work with select Zebra Printers.""}, {""FEATURE_4"": ""Built to ensure the highest quality, reliability, and performance.""}, {""FEATURE_5"": ""Works with Zebra's high-end performance products.""}, {""STATUS"": ""Production""}, {""PART_NUMBER"": ""P1006135""}, {""LIST_PRICE"": ""115.670000""}, {""MAP_PRICE"": ""115.670000""}, {""SUPPLY_MODEL"": ""105SLPlus Industrial (Discontinued), 110XI4 Industrial (Discontinued), 140Xi4 Industrial (Discontinued), 170Xi4 Industrial (Discontinued), 220Xi4 High Performance Industrial 8-inch Wide Standard, R110Xi4 RFID Printer (Discontinued)""}, {""PRODUCT_FAMILY"": ""SPS Parts""}]",https://cdn11.bigcommerce.com/s-d90c8/products/391/images/2720/P1006135__44856.1365790111.500.750.jpg?c=2
P1006134,Kit Ribbon Out Sensor Xi4 Series & 105SLPlus | P1006134,,1520,60.31,https://arrowheadphx.com/ribbon-out-sensor-for-110xi4-140xi4-170xi4-220xi4/,False,Kit Ribbon Out Sensor Xi4 Series & 105SLPlus,P1006134,,1,"[{""PRODUCT_TYPE"": ""Repair Parts""}, {""PRODUCT_CATEGORY"": ""Printers""}, {""PRODUCT_SUB_CATEGORY"": ""Printer Parts""}, {""PRODUCT_SUB_CATEGORY_TYPE"": ""Spare Part Kit - Label""}, {""ITEM_TYPE"": ""Repair Parts""}, {""SHORT_MARKETING_DESC"": ""Kit Ribbon Out Sensor Xi4 Series & 105SLPlus""}, {""MARKETING_PRODUCT_TYPE"": ""Products""}, {""FEATURE_1"": ""Certified Zebra Parts.""}, {""FEATURE_2"": ""Zebra Parts are manufactured to meet all of Zebra's standards.""}, {""FEATURE_3"": ""This genuine Parts is made to work with select Zebra Printers.""}, {""FEATURE_4"": ""Built to ensure the highest quality, reliability, and performance.""}, {""FEATURE_5"": ""Works with Zebra's high-end performance products.""}, {""STATUS"": ""Production""}, {""PART_NUMBER"": ""P1006134""}, {""LIST_PRICE"": ""61.530000""}, {""MAP_PRICE"": ""61.530000""}, {""SUPPLY_MODEL"": ""105SLPlus Industrial (Discontinued), 110XI4 Industrial (Discontinued), 140Xi4 Industrial (Discontinued), 170Xi4 Industrial (Discontinued), 220Xi4 High Performance Industrial 8-inch Wide Standard, R110Xi4 RFID Printer (Discontinued)""}, {""PRODUCT_FAMILY"": ""SPS Parts""}]",https://cdn11.bigcommerce.com/s-d90c8/products/392/images/788/3__44805.1339424712.500.750.jpg?c=2
P1006066,"Kit Main Drive Belt 110Xi4 (203 and 300dpi), 140Xi4 (203dpi), 170Xi4 (203 and 300dpi), 220Xi4 (203dpi) & 105SLPlus (203 & 300dpi) | P1006066",,1520,36.19,https://arrowheadphx.com/main-drive-belt-203-dpi-300-dpi-for-110xi4-140xi4-170xi4-220xi4/,True,"Kit Main Drive Belt 110Xi4 (203 and 300dpi), 140Xi4 (203dpi), 170Xi4 (203 and 300dpi), 220Xi4 (203dpi) & 105SLPlus (203 & 300dpi)",P1006066,,2,"[{""PRODUCT_TYPE"": ""Repair Parts""}, {""PRODUCT_CATEGORY"": ""Printers""}, {""PRODUCT_SUB_CATEGORY"": ""Printer Parts""}, {""PRODUCT_SUB_CATEGORY_TYPE"": ""Spare Part Kit - Label""}, {""ITEM_TYPE"": ""Repair Parts""}, {""SHORT_MARKETING_DESC"": ""Kit Main Drive Belt 110Xi4 (203 and 300dpi), 140Xi4 (203dpi), 170Xi4 (203 and 300dpi), 220Xi4 (203dpi) & 105SLPlus (203 & 300dpi)""}, {""MARKETING_PRODUCT_TYPE"": ""Products""}, {""FEATURE_1"": ""Certified Zebra Parts.""}, {""FEATURE_2"": ""Zebra Parts are manufactured to meet all of Zebra's standards.""}, {""FEATURE_3"": ""This genuine Parts is made to work with select Zebra Printers.""}, {""FEATURE_4"": ""Built to ensure the highest quality, reliability, and performance.""}, {""FEATURE_5"": ""Works with Zebra's high-end performance products.""}, {""STATUS"": ""Production""}, {""PART_NUMBER"": ""P1006066""}, {""LIST_PRICE"": ""36.920000""}, {""MAP_PRICE"": ""36.920000""}, {""SUPPLY_MODEL"": ""105SLPlus Industrial (Discontinued), 110XI4 Industrial (Discontinued), 140Xi4 Industrial (Discontinued), 170Xi4 Industrial (Discontinued), 220Xi4 High Performance Industrial 8-inch Wide Standard, R110Xi4 RFID Printer (Discontinued)""}, {""PRODUCT_FAMILY"": ""SPS Parts""}]",https://cdn11.bigcommerce.com/s-d90c8/products/393/images/787/2__59360.1339424705.500.750.jpg?c=2
P1006067,Kit Main Drive Belt 110Xi4 (600 dpi) | P1006067,,1520,49.91,https://arrowheadphx.com/main-drive-belt-600-dpi-for-110xi4/,False,Kit Main Drive Belt 110Xi4 (600 dpi)| P1006067,P1006067,,3,"[{""PRODUCT_TYPE"": ""Repair Parts""}, {""PRODUCT_CATEGORY"": ""Printers""}, {""PRODUCT_SUB_CATEGORY"": ""Printer Parts""}, {""PRODUCT_SUB_CATEGORY_TYPE"": ""Spare Part Kit - Label""}, {""ITEM_TYPE"": ""Repair Parts""}, {""SHORT_MARKETING_DESC"": ""Kit Main Drive Belt 110Xi4 (600 dpi)""}, {""MARKETING_PRODUCT_TYPE"": ""Products""}, {""FEATURE_1"": ""Certified Zebra Parts.""}, {""FEATURE_2"": ""Zebra Parts are manufactured to meet all of Zebra's standards.""}, {""FEATURE_3"": ""This genuine Parts is made to work with select Zebra Printers.""}, {""FEATURE_4"": ""Built to ensure the highest quality, reliability, and performance.""}, {""FEATURE_5"": ""Works with Zebra's high-end performance products.""}, {""STATUS"": ""Production""}, {""PART_NUMBER"": ""P1006067""}, {""LIST_PRICE"": ""50.460000""}, {""MAP_PRICE"": ""50.460000""}, {""SUPPLY_MODEL"": ""110XI4 Industrial (Discontinued), R110Xi4 RFID Printer (Discontinued)""}, {""PRODUCT_FAMILY"": ""SPS Parts""}]",https://cdn11.bigcommerce.com/s-d90c8/products/394/images/3692/z_ebra__87959.1394054661.500.750.jpg?c=2
P1004234,Kit Printhead 203dpi 140Xi4 | P1004234,,1520,798,https://arrowheadphx.com/printhead-203-dpi-for-140xi4-p1004234/,False,Kit Printhead 203dpi 140Xi4| P1004234,P1004234,,3,"[{""PRODUCT_TYPE"": ""Repair Parts""}, {""PRODUCT_CATEGORY"": ""Printers""}, {""PRODUCT_SUB_CATEGORY"": ""Printer Parts""}, {""PRODUCT_SUB_CATEGORY_TYPE"": ""Aftermarket Kit - Label""}, {""ITEM_TYPE"": ""Repair Parts""}, {""SHORT_MARKETING_DESC"": ""Kit Printhead 203dpi 140Xi4""}, {""MARKETING_PRODUCT_TYPE"": ""Products""}, {""FEATURE_1"": ""Certified Zebra Parts.""}, {""FEATURE_2"": ""Zebra Parts are manufactured to meet all of Zebra's standards.""}, {""FEATURE_3"": ""This genuine Parts is made to work with select Zebra Printers.""}, {""FEATURE_4"": ""Built to ensure the highest quality, reliability, and performance.""}, {""FEATURE_5"": ""Works with Zebra's high-end performance products.""}, {""STATUS"": ""Production""}, {""PART_NUMBER"": ""P1004234""}, {""LIST_PRICE"": ""818.310000""}, {""MAP_PRICE"": ""818.310000""}, {""SUPPLY_MODEL"": ""140Xi4 Industrial (Discontinued), R110Xi4 RFID Printer (Discontinued)""}, {""PRODUCT_FAMILY"": ""SPS Printheads""}]",https://cdn11.bigcommerce.com/s-d90c8/products/395/images/2704/P1004234__95490.1365789147.500.750.jpg?c=2
G40038M,Kit Platen Roller or Rewind Roller 140Xi4 | G40038M,,1520,91.28,https://arrowheadphx.com/platen-roller-for-140xi4-140xi3/,False,Kit Platen Roller or Rewind Roller 140Xi4| G40038M,G40038M,,3,"[{""PRODUCT_TYPE"": ""Repair Parts""}, {""PRODUCT_CATEGORY"": ""Printers""}, {""PRODUCT_SUB_CATEGORY"": ""Printer Parts""}, {""PRODUCT_SUB_CATEGORY_TYPE"": ""Aftermarket Kit - Label""}, {""ITEM_TYPE"": ""Repair Parts""}, {""SHORT_MARKETING_DESC"": ""Kit Platen Roller or Rewind Roller 140Xi4""}, {""MARKETING_PRODUCT_TYPE"": ""Products""}, {""FEATURE_1"": ""Certified Zebra Parts.""}, {""FEATURE_2"": ""Zebra Parts are manufactured to meet all of Zebra's standards.""}, {""FEATURE_3"": ""This genuine Parts is made to work with select Zebra Printers.""}, {""FEATURE_4"": ""Built to ensure the highest quality, reliability, and performance.""}, {""FEATURE_5"": ""Works with Zebra's high-end performance products.""}, {""STATUS"": ""Production""}, {""PART_NUMBER"": ""G40038M""}, {""LIST_PRICE"": ""92.290000""}, {""MAP_PRICE"": ""92.290000""}, {""SUPPLY_MODEL"": ""140Xi4 Industrial (Discontinued)""}, {""PRODUCT_FAMILY"": ""SPS Parts""}]",https://cdn11.bigcommerce.com/s-d90c8/products/396/images/750/3__73118.1339368593.500.750.jpg?c=2
P1006030,KIT MEDIA SENSOR 140XI4 | P1006030,,1520,111.97,https://arrowheadphx.com/media-sensor-for-140xi4/,False,KIT MEDIA SENSOR 140XI4| P1006030,P1006030,,3,"[{""PRODUCT_TYPE"": ""Repair Parts""}, {""PRODUCT_CATEGORY"": ""Printers""}, {""PRODUCT_SUB_CATEGORY"": ""Printer Parts""}, {""PRODUCT_SUB_CATEGORY_TYPE"": ""Spare Part Kit - Label""}, {""ITEM_TYPE"": ""Repair Parts""}, {""SHORT_MARKETING_DESC"": ""KIT MEDIA SENSOR 140XI4""}, {""MARKETING_PRODUCT_TYPE"": ""Products""}, {""FEATURE_1"": ""Certified Zebra Parts.""}, {""FEATURE_2"": ""Zebra Parts are manufactured to meet all of Zebra's standards.""}, {""FEATURE_3"": ""This genuine Parts is made to work with select Zebra Printers.""}, {""FEATURE_4"": ""Built to ensure the highest quality, reliability, and performance.""}, {""FEATURE_5"": ""Works with Zebra's high-end performance products.""}, {""STATUS"": ""Production""}, {""PART_NUMBER"": ""P1006030""}, {""LIST_PRICE"": ""113.210000""}, {""MAP_PRICE"": ""113.210000""}, {""SUPPLY_MODEL"": ""140Xi4 Industrial (Discontinued)""}, {""PRODUCT_FAMILY"": ""SPS Parts""}]",https://cdn11.bigcommerce.com/s-d90c8/products/397/images/2710/P1006030__44377.1365789465.500.750.jpg?c=2
P1004236,Kit Printhead 203dpi 170Xi4 ZE500-6 | P1004236,,1520,1005.59,https://arrowheadphx.com/kit-printhead-203dpi-170xi4-ze500-6-p1004236/,False,Kit Printhead 203dpi 170Xi4 ZE500-6,P1004236,,2,"[{""PRODUCT_TYPE"": ""Repair Parts""}, {""PRODUCT_CATEGORY"": ""Printers""}, {""PRODUCT_SUB_CATEGORY"": ""Printer Parts""}, {""PRODUCT_SUB_CATEGORY_TYPE"": ""Aftermarket Kit - Label""}, {""ITEM_TYPE"": ""Repair Parts""}, {""SHORT_MARKETING_DESC"": ""Kit Printhead 203dpi 170Xi4 ZE500-6""}, {""MARKETING_PRODUCT_TYPE"": ""Products""}, {""FEATURE_1"": ""Certified Zebra Parts.""}, {""FEATURE_2"": ""Zebra Parts are manufactured to meet all of Zebra's standards.""}, {""FEATURE_3"": ""This genuine Parts is made to work with select Zebra Printers.""}, {""FEATURE_4"": ""Built to ensure the highest quality, reliability, and performance.""}, {""FEATURE_5"": ""Works with Zebra's high-end performance products.""}, {""STATUS"": ""Production""}, {""PART_NUMBER"": ""P1004236""}, {""LIST_PRICE"": ""1031.180000""}, {""MAP_PRICE"": ""1031.180000""}, {""SUPPLY_MODEL"": ""170Xi4 Industrial (Discontinued), ZE500 High Performance 6-inch Wide Print Engine Standard""}, {""PRODUCT_FAMILY"": ""SPS Printheads""}]",https://cdn11.bigcommerce.com/s-d90c8/products/398/images/795/2__13963.1339426366.500.750.jpg?c=2
